Provinsi,Kabupaten,Kecamatan,Bulan,Luas_Tanam,Luas_Panen,Bulan_Angka,Fase_Vegetatif_Est,Fase_Generatif_Est,Fase_Siap_Panen_Est
Jawa Tengah,Magelang,Sawangan,Juli,368.5,147.28,7,149.3,62.34,119.21
Jawa Tengah,Magelang,Sawangan,Agustus,289.19,77.9,8,368.5,149.3,62.34
Jawa Tengah,Magelang,Sawangan,September,155.78,82.53,9,289.19,368.5,149.3
Jawa Tengah,Magelang,Sawangan,Oktober,124.88,217.63,10,155.78,289.19,368.5
Jawa Tengah,Magelang,Sawangan,November,172.7,379.68,11,124.88,155.78,289.19
Jawa Tengah,Magelang,Sawangan,Desember,243.47,186.63,12,172.7,124.88,155.78
Jawa Tengah,Magelang,Secang,April,144.53,316.27,4,461.03,383.33,604.16
Jawa Tengah,Magelang,Secang,Mei,117.39,543.31,5,144.53,461.03,383.33
Jawa Tengah,Magelang,Secang,Juni,325.44,627.47,6,117.39,144.53,461.03
Jawa Tengah,Magelang,Secang,Juli,558.92,256.95,7,325.44,117.39,144.53
Jawa Tengah,Magelang,Secang,Agustus,507.93,83.3,8,558.92,325.44,117.39
Jawa Tengah,Magelang,Secang,September,251.17,138.08,9,507.93,558.92,325.44
Jawa Tengah,Magelang,Secang,Oktober,128.31,393.38,10,251.17,507.93,558.92
Jawa Tengah,Magelang,Secang,November,182.58,553.85,11,128.31,251.17,507.93
Jawa Tengah,Magelang,Secang,Desember,323.96,410.4,12,182.58,128.31,251.17
Jawa Tengah,Magelang,Srumbung,April,54.21,186.45,4,151.26,207.74,296.28
Jawa Tengah,Magelang,Srumbung,Mei,36.84,249.67,5,54.21,151.26,207.74
Jawa Tengah,Magelang,Srumbung,Juni,154.43,226.84,6,36.84,54.21,151.26
Jawa Tengah,Magelang,Srumbung,Juli,250.85,64.73,7,154.43,36.84,54.21
Jawa Tengah,Magelang,Srumbung,Agustus,112.73,46.62,8,250.85,154.43,36.84
Jawa Tengah,Magelang,Srumbung,September,100.81,76.21,9,112.73,250.85,154.43
Jawa Tengah,Magelang,Srumbung,Oktober,48.3,202.11,10,100.81,112.73,250.85
Jawa Tengah,Magelang,Srumbung,November,145.36,223.12,11,48.3,100.81,112.73
Jawa Tengah,Magelang,Srumbung,Desember,223.3,66.72,12,145.36,48.3,100.81
Jawa Tengah,Magelang,Tegalrejo,April,81.94,79.73,4,232.3,199.58,282.31
Jawa Tengah,Magelang,Tegalrejo,Mei,19.86,258.16,5,81.94,232.3,199.58
Jawa Tengah,Magelang,Tegalrejo,Juni,63.66,351.18,6,19.86,81.94,232.3
Jawa Tengah,Magelang,Tegalrejo,Juli,392.57,105.59,7,63.66,19.86,81.94
Jawa Tengah,Magelang,Tegalrejo,Agustus,178.97,29.04,8,392.57,63.66,19.86
Jawa Tengah,Magelang,Tegalrejo,September,91.2,37.77,9,178.97,392.57,63.66
Jawa Tengah,Magelang,Tegalrejo,Oktober,44.04,127.49,10,91.2,178.97,392.57
Jawa Tengah,Magelang,Tegalrejo,November,63.1,380.87,11,44.04,91.2,178.97
Jawa Tengah,Magelang,Tegalrejo,Desember,127.35,132.75,12,63.1,44.04,91.2
Jawa Tengah,Magelang,Tempuran,April,71.06,189.45,4,139.62,175.84,429.75
Jawa Tengah,Magelang,Tempuran,Mei,65.09,378.62,5,71.06,139.62,175.84
Jawa Tengah,Magelang,Tempuran,Juni,185.11,245.92,6,65.09,71.06,139.62
Jawa Tengah,Magelang,Tempuran,Juli,310.69,81.06,7,185.11,65.09,71.06
Jawa Tengah,Magelang,Tempuran,Agustus,134.87,44.69,8,310.69,185.11,65.09
Jawa Tengah,Magelang,Tempuran,September,71.3,84.75,9,134.87,310.69,185.11
Jawa Tengah,Magelang,Tempuran,Oktober,45.31,242.93,10,71.3,134.87,310.69
Jawa Tengah,Magelang,Tempuran,November,120.64,289.9,11,45.31,71.3,134.87
Jawa Tengah,Magelang,Tempuran,Desember,260.15,83.46,12,120.64,45.31,71.3
Jawa Tengah,Magelang,Windusari,April,123.81,163.98,4,321.39,217.56,299.02
Jawa Tengah,Magelang,Windusari,Mei,65.98,257.58,5,123.81,321.39,217.56
Jawa Tengah,Magelang,Windusari,Juni,156.25,436.13,6,65.98,123.81,321.39
Jawa Tengah,Magelang,Windusari,Juli,381.78,135.8,7,156.25,65.98,123.81
Jawa Tengah,Magelang,Windusari,Agustus,216.65,59.94,8,381.78,156.25,65.98
Jawa Tengah,Magelang,Windusari,September,170.87,85.7,9,216.65,381.78,156.25
Jawa Tengah,Magelang,Windusari,Oktober,105.03,226.01,10,170.87,216.65,381.78
Jawa Tengah,Magelang,Windusari,November,122.53,357.05,11,105.03,170.87,216.65
Jawa Tengah,Magelang,Windusari,Desember,275.34,166.38,12,122.53,105.03,170.87
Jawa Tengah,Pati,Batangan,April,155.65,184.51,4,473.37,223.14,33.21
Jawa Tengah,Pati,Batangan,Mei,22.21,57.88,5,155.65,473.37,223.14
Jawa Tengah,Pati,Batangan,Juni,17.58,439.47,6,22.21,155.65,473.37
Jawa Tengah,Pati,Batangan,Juli,96.28,347.49,7,17.58,22.21,155.65
Jawa Tengah,Pati,Batangan,Agustus,82.34,45.82,8,96.28,17.58,22.21
Jawa Tengah,Pati,Batangan,September,579.47,25.76,9,82.34,96.28,17.58
Jawa Tengah,Pati,Batangan,Oktober,493.83,33.66,10,579.47,82.34,96.28
Jawa Tengah,Pati,Batangan,November,646.79,118.25,11,493.83,579.47,82.34
Jawa Tengah,Pati,Batangan,Desember,275.42,69.98,12,646.79,493.83,579.47
Jawa Tengah,Pati,Cluwak,April,82.27,104.64,4,147.57,155.24,194.89
Jawa Tengah,Pati,Cluwak,Mei,89.73,189.61,5,82.27,147.57,155.24
Jawa Tengah,Pati,Cluwak,Juni,93.17,177.87,6,89.73,82.27,147.57
Jawa Tengah,Pati,Cluwak,Juli,85.77,123.73,7,93.17,89.73,82.27
Jawa Tengah,Pati,Cluwak,Agustus,135.94,82.12,8,85.77,93.17,89.73
Jawa Tengah,Pati,Cluwak,September,328.01,60.7,9,135.94,85.77,93.17
Jawa Tengah,Pati,Cluwak,Oktober,156.67,86.63,10,328.01,135.94,85.77
Jawa Tengah,Pati,Cluwak,November,155.7,112.58,11,156.67,328.01,135.94
Jawa Tengah,Pati,Cluwak,Desember,116.17,172.51,12,155.7,156.67,328.01
Jawa Tengah,Pati,Dukuhseti,April,156.86,514.79,4,136.67,264.93,627.25
Jawa Tengah,Pati,Dukuhseti,Mei,423.8,341.11,5,156.86,136.67,264.93
Jawa Tengah,Pati,Dukuhseti,Juni,50.23,288.03,6,423.8,156.86,136.67
Jawa Tengah,Pati,Dukuhseti,Juli,73.57,183.51,7,50.23,423.8,156.86
Jawa Tengah,Pati,Dukuhseti,Agustus,482.93,285.13,8,73.57,50.23,423.8
Jawa Tengah,Pati,Dukuhseti,September,393.14,240.08,9,482.93,73.57,50.23
Jawa Tengah,Pati,Dukuhseti,Oktober,97.33,70.64,10,393.14,482.93,73.57
Jawa Tengah,Pati,Dukuhseti,November,172.11,179.67,11,97.33,393.14,482.93
Jawa Tengah,Pati,Dukuhseti,Desember,225.48,532.14,12,172.11,97.33,393.14
Jawa Tengah,Pati,Gabus,April,372.02,271.06,4,2442.62,209.04,58.66
Jawa Tengah,Pati,Gabus,Mei,26.54,67.28,5,372.02,2442.62,209.04
Jawa Tengah,Pati,Gabus,Juni,61.49,667.77,6,26.54,372.02,2442.62
Jawa Tengah,Pati,Gabus,Juli,310.2,2118.46,7,61.49,26.54,372.02
Jawa Tengah,Pati,Gabus,Agustus,182.82,226.02,8,310.2,61.49,26.54
Jawa Tengah,Pati,Gabus,September,201.79,30.41,9,182.82,310.2,61.49
Jawa Tengah,Pati,Gabus,Oktober,1114.1,136.77,10,201.79,182.82,310.2
Jawa Tengah,Pati,Gabus,November,1203.27,285.66,11,1114.1,201.79,182.82
Jawa Tengah,Pati,Gabus,Desember,149.66,144.52,12,1203.27,1114.1,201.79
Jawa Tengah,Pati,Gembong,April,82.89,30.36,4,94.53,40.36,39.54
Jawa Tengah,Pati,Gembong,Mei,23.4,34.19,5,82.89,94.53,40.36
Jawa Tengah,Pati,Gembong,Juni,12.05,92.72,6,23.4,82.89,94.53
Jawa Tengah,Pati,Gembong,Juli,61.54,79.35,7,12.05,23.4,82.89
Jawa Tengah,Pati,Gembong,Agustus,55.7,50.54,8,61.54,12.05,23.4
Jawa Tengah,Pati,Gembong,September,146.16,18.09,9,55.7,61.54,12.05
Jawa Tengah,Pati,Gembong,Oktober,111.83,24.28,10,146.16,55.7,61.54
Jawa Tengah,Pati,Gembong,November,90.38,71.26,11,111.83,146.16,55.7
Jawa Tengah,Pati,Gembong,Desember,95.39,55.83,12,90.38,111.83,146.16
Jawa Tengah,Pati,Gunungwungkal,April,123.86,63.08,4,182.12,162.63,112.2
Jawa Tengah,Pati,Gunungwungkal,Mei,64.17,109.04,5,123.86,182.12,162.63
Jawa Tengah,Pati,Gunungwungkal,Juni,39.16,221.5,6,64.17,123.86,182.12
Jawa Tengah,Pati,Gunungwungkal,Juli,97.08,167.84,7,39.16,64.17,123.86
Jawa Tengah,Pati,Gunungwungkal,Agustus,147.06,84.44,8,97.08,39.16,64.17
Jawa Tengah,Pati,Gunungwungkal,September,317.37,45.69,9,147.06,97.08,39.16
Jawa Tengah,Pati,Gunungwungkal,Oktober,141.98,44.33,10,317.37,147.06,97.08
Jawa Tengah,Pati,Gunungwungkal,November,91.52,132.93,11,141.98,317.37,147.06
Jawa Tengah,Pati,Gunungwungkal,Desember,85.01,149.18,12,91.52,141.98,317.37
Jawa Tengah,Pati,Jaken,April,244.22,422.06,4,1174.07,838.95,466.54
Jawa Tengah,Pati,Jaken,Mei,65.09,561.02,5,244.22,1174.07,838.95
Jawa Tengah,Pati,Jaken,Juni,71.47,1331.22,6,65.09,244.22,1174.07
Jawa Tengah,Pati,Jaken,Juli,375.65,713.59,7,71.47,65.09,244.22
Jawa Tengah,Pati,Jaken,Agustus,383.64,94.89,8,375.65,71.47,65.09
Jawa Tengah,Pati,Jaken,September,955.12,90.73,9,383.64,375.65,71.47
Jawa Tengah,Pati,Jaken,Oktober,978.61,121.57,10,955.12,383.64,375.65
Jawa Tengah,Pati,Jaken,November,845.72,538.92,11,978.61,955.12,383.64
Jawa Tengah,Pati,Jaken,Desember,585.7,273.34,12,845.72,978.61,955.12
Jawa Tengah,Pati,Jakenan,April,312.5,312.77,4,1515.2,1078.63,165.17
Jawa Tengah,Pati,Jakenan,Mei,25.48,181.45,5,312.5,1515.2,1078.63
Jawa Tengah,Pati,Jakenan,Juni,69.09,1483.25,6,25.48,312.5,1515.2
Jawa Tengah,Pati,Jakenan,Juli,195.65,1209.12,7,69.09,25.48,312.5
Jawa Tengah,Pati,Jakenan,Agustus,147.66,188.12,8,195.65,69.09,25.48
Jawa Tengah,Pati,Jakenan,September,591.55,27.83,9,147.66,195.65,69.09
Jawa Tengah,Pati,Jakenan,Oktober,1239.1,148.24,10,591.55,147.66,195.65
Jawa Tengah,Pati,Jakenan,November,1268.59,156.45,11,1239.1,591.55,147.66
Jawa Tengah,Pati,Jakenan,Desember,132.8,131.78,12,1268.59,1239.1,591.55
Jawa Tengah,Pati,Juwana,April,328.74,138.27,4,364.43,38.55,108.22
Jawa Tengah,Pati,Juwana,Mei,110.53,55.6,5,328.74,364.43,38.55
Jawa Tengah,Pati,Juwana,Juni,27.39,143.57,6,110.53,328.74,364.43
Jawa Tengah,Pati,Juwana,Juli,45.35,415.24,7,27.39,110.53,328.74
Jawa Tengah,Pati,Juwana,Agustus,128.36,219.64,8,45.35,27.39,110.53
Jawa Tengah,Pati,Juwana,September,199.98,65.67,9,128.36,45.35,27.39
Jawa Tengah,Pati,Juwana,Oktober,169.44,33.57,10,199.98,128.36,45.35
Jawa Tengah,Pati,Juwana,November,430.59,98.21,11,169.44,199.98,128.36
Jawa Tengah,Pati,Juwana,Desember,125.75,147.7,12,430.59,169.44,199.98
Jawa Tengah,Pati,Kayen,April,1182.92,614.61,4,1730.64,444.92,277.21
Jawa Tengah,Pati,Kayen,Mei,229.27,275.72,5,1182.92,1730.64,444.92
Jawa Tengah,Pati,Kayen,Juni,59.2,760.08,6,229.27,1182.92,1730.64
Jawa Tengah,Pati,Kayen,Juli,149.17,1795.98,7,59.2,229.27,1182.92
Jawa Tengah,Pati,Kayen,Agustus,161.13,857.61,8,149.17,59.2,229.27
Jawa Tengah,Pati,Kayen,September,232.44,184.43,9,161.13,149.17,59.2
Jawa Tengah,Pati,Kayen,Oktober,1327.07,127.48,10,232.44,161.13,149.17
Jawa Tengah,Pati,Kayen,November,1650.04,108.95,11,1327.07,232.44,161.13
Jawa Tengah,Pati,Kayen,Desember,243.03,184.65,12,1650.04,1327.07,232.44
Jawa Tengah,Pati,Margorejo,April,696.64,537.11,4,618.72,113.87,228.03
Jawa Tengah,Pati,Margorejo,Mei,318.89,112.42,5,696.64,618.72,113.87
Jawa Tengah,Pati,Margorejo,Juni,65.53,287.45,6,318.89,696.64,618.72
Jawa Tengah,Pati,Margorejo,Juli,370.87,731.34,7,65.53,318.89,696.64
Jawa Tengah,Pati,Margorejo,Agustus,329.31,590.78,8,370.87,65.53,318.89
Jawa Tengah,Pati,Margorejo,September,373.75,187.3,9,329.31,370.87,65.53
Jawa Tengah,Pati,Margorejo,Oktober,277.71,202.39,10,373.75,329.31,370.87
Jawa Tengah,Pati,Margorejo,November,617.91,477.05,11,277.71,373.75,329.31
Jawa Tengah,Pati,Margorejo,Desember,438.41,230.86,12,617.91,277.71,373.75
Jawa Tengah,Pati,Margoyoso,April,179.24,177.42,4,85.94,91.73,277.82
Jawa Tengah,Pati,Margoyoso,Mei,311.74,166.39,5,179.24,85.94,91.73
Jawa Tengah,Pati,Margoyoso,Juni,85.18,79.43,6,311.74,179.24,85.94
Jawa Tengah,Pati,Margoyoso,Juli,40.1,127.03,7,85.18,311.74,179.24
Jawa Tengah,Pati,Margoyoso,Agustus,83.87,271.75,8,40.1,85.18,311.74
Jawa Tengah,Pati,Margoyoso,September,352.82,197.32,9,83.87,40.1,85.18
Jawa Tengah,Pati,Margoyoso,Oktober,129.31,55.42,10,352.82,83.87,40.1
Jawa Tengah,Pati,Margoyoso,November,86.88,54.35,11,129.31,352.82,83.87
Jawa Tengah,Pati,Margoyoso,Desember,115.07,174.36,12,86.88,129.31,352.82
Jawa Tengah,Pati,Pati,April,733.28,390.6,4,628.92,189.4,284.98
Jawa Tengah,Pati,Pati,Mei,370.79,161.52,5,733.28,628.92,189.4
Jawa Tengah,Pati,Pati,Juni,47.91,363.13,6,370.79,733.28,628.92
Jawa Tengah,Pati,Pati,Juli,248.77,670.85,7,47.91,370.79,733.28
Jawa Tengah,Pati,Pati,Agustus,496.55,699.53,8,248.77,47.91,370.79
Jawa Tengah,Pati,Pati,September,601.73,183.58,9,496.55,248.77,47.91
Jawa Tengah,Pati,Pati,Oktober,125.9,106.02,10,601.73,496.55,248.77
Jawa Tengah,Pati,Pati,November,175.36,391.34,11,125.9,601.73,496.55
Jawa Tengah,Pati,Pati,Desember,378.89,555.29,12,175.36,125.9,601.73
Jawa Tengah,Pati,Pucakwangi,April,159.77,155.5,4,533.68,1594.28,702.6
Jawa Tengah,Pati,Pucakwangi,Mei,32.19,739.69,5,159.77,533.68,1594.28
Jawa Tengah,Pati,Pucakwangi,Juni,46.59,1794.32,6,32.19,159.77,533.68
Jawa Tengah,Pati,Pucakwangi,Juli,235.85,366.51,7,46.59,32.19,159.77
Jawa Tengah,Pati,Pucakwangi,Agustus,244.22,70.41,8,235.85,46.59,32.19
Jawa Tengah,Pati,Pucakwangi,September,1140.06,49.02,9,244.22,235.85,46.59
Jawa Tengah,Pati,Pucakwangi,Oktober,1582.39,102.38,10,1140.06,244.22,235.85
Jawa Tengah,Pati,Pucakwangi,November,963.8,279.26,11,1582.39,1140.06,244.22
Jawa Tengah,Pati,Pucakwangi,Desember,493.48,312.53,12,963.8,1582.39,1140.06
Jawa Tengah,Pati,Sukolilo,April,3213.62,2217.01,4,833.94,158.9,289.08
Jawa Tengah,Pati,Sukolilo,Mei,2366.71,205.67,5,3213.62,833.94,158.9
Jawa Tengah,Pati,Sukolilo,Juni,250.39,235.45,6,2366.71,3213.62,833.94
Jawa Tengah,Pati,Sukolilo,Juli,78.13,1192.55,7,250.39,2366.71,3213.62
Jawa Tengah,Pati,Sukolilo,Agustus,93.44,3089.97,8,78.13,250.39,2366.71
Jawa Tengah,Pati,Sukolilo,September,214.5,2155.04,9,93.44,78.13,250.39
Jawa Tengah,Pati,Sukolilo,Oktober,3577.26,199.65,10,214.5,93.44,78.13
Jawa Tengah,Pati,Sukolilo,November,2198.05,79.66,11,3577.26,214.5,93.44
Jawa Tengah,Pati,Sukolilo,Desember,397.99,57.32,12,2198.05,3577.26,214.5
Jawa Tengah,Pati,Tambakromo,April,291.96,121.26,4,1443.09,779.37,55.99
Jawa Tengah,Pati,Tambakromo,Mei,26.52,59.32,5,291.96,1443.09,779.37
Jawa Tengah,Pati,Tambakromo,Juni,92.64,1280.13,6,26.52,291.96,1443.09
Jawa Tengah,Pati,Tambakromo,Juli,64.48,1131.24,7,92.64,26.52,291.96
Jawa Tengah,Pati,Tambakromo,Agustus,86.88,98.57,8,64.48,92.64,26.52
Jawa Tengah,Pati,Tambakromo,September,151.99,57.46,9,86.88,64.48,92.64
Jawa Tengah,Pati,Tambakromo,Oktober,1764.3,80.62,10,151.99,86.88,64.48
Jawa Tengah,Pati,Tambakromo,November,747.05,54.74,11,1764.3,151.99,86.88
Jawa Tengah,Pati,Tambakromo,Desember,34.06,104.01,12,747.05,1764.3,151.99
Jawa Tengah,Pati,Tayu,April,130.92,519.95,4,99.02,183.07,818.38
Jawa Tengah,Pati,Tayu,Mei,692.44,432.56,5,130.92,99.02,183.07
Jawa Tengah,Pati,Tayu,Juni,213.08,148.83,6,692.44,130.92,99.02
Jawa Tengah,Pati,Tayu,Juli,73.94,161.14,7,213.08,692.44,130.92
Jawa Tengah,Pati,Tayu,Agustus,180.29,406.49,8,73.94,213.08,692.44
Jawa Tengah,Pati,Tayu,September,572.57,411.97,9,180.29,73.94,213.08
Jawa Tengah,Pati,Tayu,Oktober,198.42,160.52,10,572.57,180.29,73.94
Jawa Tengah,Pati,Tayu,November,169.25,146.68,11,198.42,572.57,180.29
Jawa Tengah,Pati,Tayu,Desember,253.6,324.6,12,169.25,198.42,572.57
Jawa Tengah,Pati,Tlogowungu,April,259.09,60.95,4,264.35,49.72,87.66
Jawa Tengah,Pati,Tlogowungu,Mei,45.59,65.43,5,259.09,264.35,49.72
Jawa Tengah,Pati,Tlogowungu,Juni,32.49,181.98,6,45.59,259.09,264.35
Jawa Tengah,Pati,Tlogowungu,Juli,152.94,255.21,7,32.49,45.59,259.09
Jawa Tengah,Pati,Tlogowungu,Agustus,157.5,149.32,8,152.94,32.49,45.59
Jawa Tengah,Pati,Tlogowungu,September,380.91,36.83,9,157.5,152.94,32.49
Jawa Tengah,Pati,Tlogowungu,Oktober,231.31,61.44,10,380.91,157.5,152.94
Jawa Tengah,Pati,Tlogowungu,November,192.49,217.91,11,231.31,380.91,157.5
Jawa Tengah,Pati,Tlogowungu,Desember,163.55,180.2,12,192.49,231.31,380.91
Jawa Tengah,Pati,Trangkil,April,372.6,119.99,4,142.96,42.08,102.93
Jawa Tengah,Pati,Trangkil,Mei,154.52,43.74,5,372.6,142.96,42.08
Jawa Tengah,Pati,Trangkil,Juni,33.77,123.06,6,154.52,372.6,142.96
Jawa Tengah,Pati,Trangkil,Juli,88.5,186.15,7,33.77,154.52,372.6
Jawa Tengah,Pati,Trangkil,Agustus,167.59,319.79,8,88.5,33.77,154.52
Jawa Tengah,Pati,Trangkil,September,302.82,85.65,9,167.59,88.5,33.77
Jawa Tengah,Pati,Trangkil,Oktober,150.64,40.86,10,302.82,167.59,88.5
Jawa Tengah,Pati,Trangkil,November,135.16,145.97,11,150.64,302.82,167.59
Jawa Tengah,Pati,Trangkil,Desember,215.0,168.17,12,135.16,150.64,302.82
Jawa Tengah,Pati,Wedarijaksa,April,639.84,209.0,4,243.82,66.88,200.72
Jawa Tengah,Pati,Wedarijaksa,Mei,309.08,99.82,5,639.84,243.82,66.88
Jawa Tengah,Pati,Wedarijaksa,Juni,81.82,221.43,6,309.08,639.84,243.82
Jawa Tengah,Pati,Wedarijaksa,Juli,207.78,350.95,7,81.82,309.08,639.84
Jawa Tengah,Pati,Wedarijaksa,Agustus,345.91,537.23,8,207.78,81.82,309.08
Jawa Tengah,Pati,Wedarijaksa,September,614.28,187.26,9,345.91,207.78,81.82
Jawa Tengah,Pati,Wedarijaksa,Oktober,289.1,107.51,10,614.28,345.91,207.78
Jawa Tengah,Pati,Wedarijaksa,November,246.07,293.82,11,289.1,614.28,345.91
Jawa Tengah,Pati,Wedarijaksa,Desember,233.79,344.52,12,246.07,289.1,614.28
Jawa Tengah,Pati,Winong,April,174.51,249.61,4,1923.45,1059.81,88.31
Jawa Tengah,Pati,Winong,Mei,34.9,111.43,5,174.51,1923.45,1059.81
Jawa Tengah,Pati,Winong,Juni,61.84,1749.67,6,34.9,174.51,1923.45
Jawa Tengah,Pati,Winong,Juli,51.72,1325.11,7,61.84,34.9,174.51
Jawa Tengah,Pati,Winong,Agustus,91.77,68.77,8,51.72,61.84,34.9
Jawa Tengah,Pati,Winong,September,866.13,66.9,9,91.77,51.72,61.84
Jawa Tengah,Pati,Winong,Oktober,2108.66,40.97,10,866.13,91.77,51.72
Jawa Tengah,Pati,Winong,November,703.51,56.16,11,2108.66,866.13,91.77
Jawa Tengah,Pati,Winong,Desember,74.4,162.89,12,703.51,2108.66,866.13
Jawa Tengah,Pekalongan,Bojong,April,6.02,926.85,4,6.38,25.7,1499.92
Jawa Tengah,Pekalongan,Bojong,Mei,798.31,1275.86,5,6.02,6.38,25.7
Jawa Tengah,Pekalongan,Bojong,Juni,1222.69,15.4,6,798.31,6.02,6.38
Jawa Tengah,Pekalongan,Bojong,Juli,120.44,3.79,7,1222.69,798.31,6.02
Jawa Tengah,Pekalongan,Bojong,Agustus,24.05,54.7,8,120.44,1222.69,798.31
Jawa Tengah,Pekalongan,Bojong,September,36.12,867.85,9,24.05,120.44,1222.69
Jawa Tengah,Pekalongan,Bojong,Oktober,20.52,1104.49,10,36.12,24.05,120.44
Jawa Tengah,Pekalongan,Bojong,November,19.49,136.57,11,20.52,36.12,24.05
Jawa Tengah,Pekalongan,Bojong,Desember,566.08,28.8,12,19.49,20.52,36.12
Jawa Tengah,Pekalongan,Buaran,April,4.15,234.27,4,1.57,8.2,122.41
Jawa Tengah,Pekalongan,Buaran,Mei,149.79,82.7,5,4.15,1.57,8.2
Jawa Tengah,Pekalongan,Buaran,Juni,112.6,4.62,6,149.79,4.15,1.57
Jawa Tengah,Pekalongan,Buaran,Juli,32.64,2.15,7,112.6,149.79,4.15
Jawa Tengah,Pekalongan,Buaran,Agustus,8.54,18.65,8,32.64,112.6,149.79
Jawa Tengah,Pekalongan,Buaran,September,6.37,163.0,9,8.54,32.64,112.6
Jawa Tengah,Pekalongan,Buaran,Oktober,3.86,99.34,10,6.37,8.54,32.64
Jawa Tengah,Pekalongan,Buaran,November,58.44,23.29,11,3.86,6.37,8.54
Jawa Tengah,Pekalongan,Buaran,Desember,202.69,5.63,12,58.44,3.86,6.37
Jawa Tengah,Pekalongan,Doro,April,61.34,291.6,4,66.47,48.74,69.97
Jawa Tengah,Pekalongan,Doro,Mei,211.99,57.63,5,61.34,66.47,48.74
Jawa Tengah,Pekalongan,Doro,Juni,102.43,65.18,6,211.99,61.34,66.47
Jawa Tengah,Pekalongan,Doro,Juli,99.49,63.59,7,102.43,211.99,61.34
Jawa Tengah,Pekalongan,Doro,Agustus,78.86,72.61,8,99.49,102.43,211.99
Jawa Tengah,Pekalongan,Doro,September,68.43,206.25,9,78.86,99.49,102.43
Jawa Tengah,Pekalongan,Doro,Oktober,82.12,103.86,10,68.43,78.86,99.49
Jawa Tengah,Pekalongan,Doro,November,163.13,93.58,11,82.12,68.43,78.86
Jawa Tengah,Pekalongan,Doro,Desember,136.45,55.97,12,163.13,82.12,68.43
Jawa Tengah,Pekalongan,Kajen,April,175.92,627.55,4,368.62,315.49,346.56
Jawa Tengah,Pekalongan,Kajen,Mei,503.41,269.38,5,175.92,368.62,315.49
Jawa Tengah,Pekalongan,Kajen,Juni,268.29,374.1,6,503.41,175.92,368.62
Jawa Tengah,Pekalongan,Kajen,Juli,355.3,309.68,7,268.29,503.41,175.92
Jawa Tengah,Pekalongan,Kajen,Agustus,331.13,227.76,8,355.3,268.29,503.41
Jawa Tengah,Pekalongan,Kajen,September,307.88,461.29,9,331.13,355.3,268.29
Jawa Tengah,Pekalongan,Kajen,Oktober,230.14,267.21,10,307.88,331.13,355.3
Jawa Tengah,Pekalongan,Kajen,November,348.0,380.27,11,230.14,307.88,331.13
Jawa Tengah,Pekalongan,Kajen,Desember,402.33,234.98,12,348.0,230.14,307.88
Jawa Tengah,Pekalongan,Kandangserang,April,56.14,552.11,4,148.87,366.86,653.21
Jawa Tengah,Pekalongan,Kandangserang,Mei,284.21,545.49,5,56.14,148.87,366.86
Jawa Tengah,Pekalongan,Kandangserang,Juni,189.4,325.91,6,284.21,56.14,148.87
Jawa Tengah,Pekalongan,Kandangserang,Juli,463.45,69.6,7,189.4,284.21,56.14
Jawa Tengah,Pekalongan,Kandangserang,Agustus,212.47,96.75,8,463.45,189.4,284.21
Jawa Tengah,Pekalongan,Kandangserang,September,209.11,317.84,9,212.47,463.45,189.4
Jawa Tengah,Pekalongan,Kandangserang,Oktober,84.43,263.84,10,209.11,212.47,463.45
Jawa Tengah,Pekalongan,Kandangserang,November,317.05,397.37,11,84.43,209.11,212.47
Jawa Tengah,Pekalongan,Kandangserang,Desember,422.04,126.66,12,317.05,84.43,209.11
Jawa Tengah,Pekalongan,Karanganyar,April,53.4,428.12,4,73.44,67.77,232.84
Jawa Tengah,Pekalongan,Karanganyar,Mei,289.36,181.14,5,53.4,73.44,67.77
Jawa Tengah,Pekalongan,Karanganyar,Juni,278.93,79.15,6,289.36,53.4,73.44
Jawa Tengah,Pekalongan,Karanganyar,Juli,153.75,65.37,7,278.93,289.36,53.4
Jawa Tengah,Pekalongan,Karanganyar,Agustus,96.64,71.88,8,153.75,278.93,289.36
Jawa Tengah,Pekalongan,Karanganyar,September,115.15,273.22,9,96.64,153.75,278.93
Jawa Tengah,Pekalongan,Karanganyar,Oktober,75.66,290.62,10,115.15,96.64,153.75
Jawa Tengah,Pekalongan,Karanganyar,November,130.14,150.66,11,75.66,115.15,96.64
Jawa Tengah,Pekalongan,Karanganyar,Desember,81.34,76.16,12,130.14,75.66,115.15
Jawa Tengah,Pekalongan,Karangdadap,April,33.26,443.41,4,31.68,30.05,208.61
Jawa Tengah,Pekalongan,Karangdadap,Mei,353.8,135.23,5,33.26,31.68,30.05
Jawa Tengah,Pekalongan,Karangdadap,Juni,166.04,33.46,6,353.8,33.26,31.68
Jawa Tengah,Pekalongan,Karangdadap,Juli,74.41,29.83,7,166.04,353.8,33.26
Jawa Tengah,Pekalongan,Karangdadap,Agustus,53.29,74.57,8,74.41,166.04,353.8
Jawa Tengah,Pekalongan,Karangdadap,September,43.58,351.37,9,53.29,74.41,166.04
Jawa Tengah,Pekalongan,Karangdadap,Oktober,31.94,149.7,10,43.58,53.29,74.41
Jawa Tengah,Pekalongan,Karangdadap,November,187.2,63.68,11,31.94,43.58,53.29
Jawa Tengah,Pekalongan,Karangdadap,Desember,303.34,43.77,12,187.2,31.94,43.58
Jawa Tengah,Pekalongan,Kedungwuni,April,8.74,361.05,4,6.98,16.06,314.46
